id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso25022,justificacion
1961,2/27/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Guayaquil,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
2775,2/27/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3081,2/27/2025,HCE,Nota de evolucion tarda 31s en guardarse,Enfermeria,Guayaquil,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3943,2/27/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1400,2/28/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1413,2/28/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1493,2/28/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1839,2/28/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2330,2/28/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2345,2/28/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2391,2/28/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2749,2/28/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3016,2/28/2025,HCE,Tiempo de carga de la ficha clinica supera los 31s en horas pico,Medico,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3099,2/28/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3222,2/28/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3850,2/28/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 31 minutos,Gerencia,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3981,2/28/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1908,3/1/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1996,3/1/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Paciente,Manta,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2268,3/1/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2293,3/1/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2418,3/1/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2725,3/1/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3170,3/1/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3605,3/1/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Manta,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3647,3/1/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3716,3/1/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1278,3/2/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Admision,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1307,3/2/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Medico,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1754,3/2/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2320,3/2/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Enfermeria,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2991,3/2/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Manta,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3839,3/2/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1250,3/3/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 26s,Farmacia,Cuenca,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1268,3/3/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1410,3/3/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2125,3/3/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2215,3/3/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2281,3/3/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2693,3/3/2025,Facturacion,El sistema no permite anular una factura emitida por error,Paciente,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2940,3/3/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3041,3/3/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3070,3/3/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Guayaquil,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
3493,3/3/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3591,3/3/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3854,3/3/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3987,3/3/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1498,3/4/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1810,3/4/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2197,3/4/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2787,3/4/2025,Facturacion,El sistema no permite anular una factura emitida por error,Paciente,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2997,3/4/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Cuenca,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3532,3/4/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3730,3/4/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3790,3/4/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Ambato,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
